QuarterSinceLaunch,CurrentND,CurrentWD,PreviousND,PreviousWD,NDGrowth,WDGrowth,AccessGap,TotalGenericPrescriptions,TotalClassPrescriptions,AdoptionClass
3,0,0,0,0,0,0,0,0,4598,Slow
1,60,98.82535175,0,0,60,98.82535175,38.82535175,7218,7747,Fast
2,75,99.47271613,60,98.82535175,15,0.647364376,24.47271613,7742,8155,Fast
3,61.53846154,99.27433481,75,99.47271613,-13.46153846,-0.198381318,37.73587327,11363,11989,Fast
1,0,0,0,0,0,0,0,0,14432,Fast
2,20,70.82217461,0,0,20,70.82217461,50.82217461,136,14936,Fast
3,50,92.7184466,20,70.82217461,30,21.89627199,42.7184466,3300,18128,Fast
1,0,0,0,0,0,0,0,0,103,Fast
2,50,87.82608696,0,0,50,87.82608696,37.82608696,31,115,Fast
3,50,85.04672897,50,87.82608696,0,-2.779357985,35.04672897,27,107,Fast
1,0,0,0,0,0,0,0,0,54556,Slow
2,0,0,0,0,0,0,0,0,57022,Slow
3,0,0,0,0,0,0,0,0,57865,Slow
1,100,100,0,0,100,100,0,626401,626401,Fast
2,100,100,100,100,0,0,0,593809,593809,Fast
3,100,100,100,100,0,0,0,551214,551214,Fast
1,100,100,0,0,100,100,0,1082,1233,Fast
2,100,100,100,100,0,0,0,788,911,Fast
3,100,100,100,100,0,0,0,621,706,Fast
1,75,98.4273663,0,0,75,98.4273663,23.4273663,11430,193815,Fast
2,76.92307692,97.25250964,75,98.4273663,1.923076923,-1.174856665,20.32943272,11794,217362,Fast
3,71.15384615,96.686465,76.92307692,97.25250964,-5.769230769,-0.566044638,25.53261885,10098,195471,Fast
1,100,100,0,0,100,100,0,1795323,1795809,Fast
2,100,100,100,100,0,0,0,1527792,1528027,Fast
3,100,100,100,100,0,0,0,1714686,1714854,Fast
1,100,100,0,0,100,100,0,26264,26264,Fast
2,100,100,100,100,0,0,0,27937,27937,Fast
3,100,100,100,100,0,0,0,30038,30038,Fast
1,100,100,0,0,100,100,0,12,12,Fast
2,100,100,100,100,0,0,0,231,231,Fast
3,100,100,100,100,0,0,0,293,293,Fast
1,0,0,0,0,0,0,0,0,283,Slow
2,0,0,0,0,0,0,0,0,199,Slow
3,0,0,0,0,0,0,0,0,239,Slow
1,100,100,0,0,100,100,0,559446,575005,Fast
2,100,100,100,100,0,0,0,571512,580553,Fast
3,100,100,100,100,0,0,0,569199,575384,Fast
1,97.91666667,99.97938082,0,0,97.91666667,99.97938082,2.062714157,120129,232793,Fast
2,97.95918367,99.96741067,97.91666667,99.97938082,0.042517007,-0.011970157,2.008226993,149435,270027,Fast
3,98.03921569,99.96449218,97.95918367,99.96741067,0.080032013,-0.002918484,1.925276496,141964,270363,Fast
1,100,100,0,0,100,100,0,3114369,3114397,Fast
2,100,100,100,100,0,0,0,2933974,2933974,Fast
3,100,100,100,100,0,0,0,2896174,2896174,Fast
1,45.45454545,82.57575758,0,0,45.45454545,82.57575758,37.12121212,490,1056,Fast
2,28.57142857,77.73654917,45.45454545,82.57575758,-16.88311688,-4.839208411,49.16512059,311,1078,Fast
3,31.25,84.28571429,28.57142857,77.73654917,2.678571429,6.549165121,53.03571429,558,1540,Fast
1,100,100,0,0,100,100,0,1159807,1161312,Fast
2,100,100,100,100,0,0,0,1070220,1071449,Fast
3,100,100,100,100,0,0,0,1041475,1041766,Fast
1,100,100,0,0,100,100,0,859614,861175,Fast
2,100,100,100,100,0,0,0,845679,846561,Fast
3,100,100,100,100,0,0,0,786667,787396,Fast
1,100,100,0,0,100,100,0,462332,462537,Fast
2,100,100,100,100,0,0,0,424930,425018,Fast
3,100,100,100,100,0,0,0,433978,434043,Fast
1,100,100,0,0,100,100,0,433978,434559,Fast
2,100,100,100,100,0,0,0,436817,437352,Fast
3,100,100,100,100,0,0,0,316112,316259,Fast
1,100,100,0,0,100,100,0,7944,7944,Fast
2,100,100,100,100,0,0,0,7831,7831,Fast
3,100,100,100,100,0,0,0,6827,6827,Fast
1,90.90909091,99.14060158,0,0,90.90909091,99.14060158,8.23151067,9335,10007,Fast
2,88.57142857,98.99111839,90.90909091,99.14060158,-2.337662338,-0.149483186,10.41968982,10855,11597,Fast
3,88.23529412,99.09352393,88.57142857,98.99111839,-0.336134454,0.102405533,10.85822981,10635,11473,Fast
1,100,100,0,0,100,100,0,7617,7617,Fast
2,100,100,100,100,0,0,0,7573,7573,Fast
3,100,100,100,100,0,0,0,8257,8257,Fast
1,97.77777778,99.91066244,0,0,97.77777778,99.91066244,2.13288466,21209,22387,Fast
2,97.77777778,99.94614004,97.77777778,99.91066244,0,0.035477598,2.168362258,21211,22280,Fast
3,97.6744186,99.92353021,97.77777778,99.94614004,-0.103359173,-0.02260983,2.249111601,21050,22231,Fast
1,2.083333333,50.43276946,0,0,2.083333333,50.43276946,48.34943613,14,38011,Fast
2,89.36170213,98.32238181,2.083333333,50.43276946,87.27836879,47.88961235,8.960679683,13654,34394,Fast
3,76.08695652,87.46193707,89.36170213,98.32238181,-13.27474561,-10.86044474,11.37498055,16405,37438,Fast
1,0,0,0,0,0,0,0,0,518,Fast
2,40,85.26077098,0,0,40,85.26077098,45.26077098,83,441,Fast
3,60,91.85022026,40,85.26077098,20,6.589449289,31.85022026,220,454,Fast
1,0,0,0,0,0,0,0,0,1709,Slow
2,0,0,0,0,0,0,0,0,1708,Slow
3,0,0,0,0,0,0,0,0,1756,Slow
1,20.83333333,82.63810598,0,0,20.83333333,82.63810598,61.80477264,299,3548,Fast
2,75,96.91154423,20.83333333,82.63810598,54.16666667,14.27343825,21.91154423,2229,3335,Fast
3,84.21052632,97.65230312,75,96.91154423,9.210526316,0.740758892,13.4417768,2576,3365,Fast
1,100,100,0,0,100,100,0,1008384,1008384,Fast
2,100,100,100,100,0,0,0,934976,934976,Fast
3,100,100,100,100,0,0,0,922150,922150,Fast
1,100,100,0,0,100,100,0,1008384,1008384,Fast
2,100,100,100,100,0,0,0,934976,934976,Fast
3,100,100,100,100,0,0,0,922150,922150,Fast
1,0,0,0,0,0,0,0,0,482,Fast
2,0,0,0,0,0,0,0,0,410,Fast
3,80,92.03539823,0,0,80,92.03539823,12.03539823,224,452,Fast
1,100,100,0,0,100,100,0,4875373,4875373,Fast
2,100,100,100,100,0,0,0,2550893,2550893,Fast
3,100,100,100,100,0,0,0,3028035,3028035,Fast
1,80.76923077,93.81881211,0,0,80.76923077,93.81881211,13.04958134,268504,730976,Fast
2,84.61538462,93.64623698,80.76923077,93.81881211,3.846153846,-0.172575125,9.030852368,489983,737799,Fast
3,98.03921569,99.5479394,84.61538462,93.64623698,13.42383107,5.901702421,1.508723718,652555,767375,Fast
1,98.07692308,99.61328708,0,0,98.07692308,99.61328708,1.536364005,832625,888773,Fast
2,98.07692308,99.61899865,98.07692308,99.61328708,0,0.005711572,1.542075578,858649,914170,Fast
3,98.07692308,99.52998928,98.07692308,99.61899865,0,-0.089009374,1.453066203,869465,924447,Fast
1,97.72727273,99.94244052,0,0,97.72727273,99.94244052,2.215167795,19207,20848,Fast
2,100,100,97.72727273,99.94244052,2.272727273,0.057559478,0,19483,20566,Fast
3,100,100,100,100,0,0,0,20770,21664,Fast
1,0,0,0,0,0,0,0,0,276,Fast
2,66.66666667,94.83568075,0,0,66.66666667,94.83568075,28.16901408,80,213,Fast
3,100,100,66.66666667,94.83568075,33.33333333,5.164319249,0,115,164,Fast
1,100,100,0,0,100,100,0,2792165,2940459,Fast
2,100,100,100,100,0,0,0,2742741,2855622,Fast
3,100,100,100,100,0,0,0,2713344,2794497,Fast
1,0,0,0,0,0,0,0,0,3159,Slow
2,0,0,0,0,0,0,0,0,3072,Slow
3,0,0,0,0,0,0,0,0,3478,Slow
1,90.69767442,98.84246189,0,0,90.69767442,98.84246189,8.144787467,17357,24794,Fast
2,88.0952381,98.49723174,90.69767442,98.84246189,-2.602436323,-0.345230143,10.40199365,16004,22758,Fast
3,88.37209302,98.49222918,88.0952381,98.49723174,0.276854928,-0.005002562,10.12013616,15361,21555,Fast
1,0,0,0,0,0,0,0,0,21943,Fast
2,68.88888889,93.30463645,0,0,68.88888889,93.30463645,24.41574756,6861,19282,Fast
3,88.0952381,97.64464116,68.88888889,93.30463645,19.20634921,4.340004715,9.549403068,12838,18978,Fast
1,29.41176471,82.10545488,0,0,29.41176471,82.10545488,52.69369017,899,10981,Fast
2,34.28571429,84.00437085,29.41176471,82.10545488,4.87394958,1.898915973,49.71865656,1309,11897,Fast
3,43.58974359,87.0987333,34.28571429,84.00437085,9.304029304,3.094362449,43.50898971,1815,11526,Fast
1,81.25,95.17747995,0,0,81.25,95.17747995,13.92747995,22383,35666,Fast
2,79.16666667,95.18824059,81.25,95.17747995,-2.083333333,0.010760635,16.02157392,21245,33335,Fast
3,79.16666667,95.32747265,79.16666667,95.18824059,0,0.139232064,16.16080599,22605,35377,Fast
1,0,0,0,0,0,0,0,0,4924,Slow
2,0,0,0,0,0,0,0,0,5014,Slow
3,0,0,0,0,0,0,0,0,4484,Slow
1,2.127659574,50.48854264,0,0,2.127659574,50.48854264,48.36088307,30,45953,Fast
2,78.26086957,96.026459,2.127659574,50.48854264,76.13320999,45.53791636,17.76558943,17573,42632,Fast
3,86.95652174,97.30192918,78.26086957,96.026459,8.695652174,1.275470181,10.34540744,31198,43179,Fast
1,82.60869565,98.46717871,0,0,82.60869565,98.46717871,15.85848306,42550,60281,Fast
2,85.10638298,98.6317442,82.60869565,98.46717871,2.497687327,0.164565483,13.52536122,48803,60515,Fast
3,85.41666667,98.8480102,85.10638298,98.6317442,0.310283688,0.216266004,13.43134353,53894,65886,Fast
1,97.91666667,99.9443486,0,0,97.91666667,99.9443486,2.027681934,31467,35938,Fast
2,97.87234043,99.97159971,97.91666667,99.9443486,-0.044326241,0.02725111,2.099259285,35490,38732,Fast
3,97.91666667,99.96212224,97.87234043,99.97159971,0.044326241,-0.009477474,2.04545557,34335,36961,Fast
1,0,0,0,0,0,0,0,0,3581,Slow
2,0,0,0,0,0,0,0,0,3731,Slow
3,0,0,0,0,0,0,0,0,3379,Slow
1,92.68292683,99.78246033,0,0,92.68292683,99.78246033,7.099533502,19290,23444,Fast
2,97.5,99.88680195,92.68292683,99.78246033,4.817073171,0.104341614,2.386801945,20988,23852,Fast
3,93.02325581,99.77318753,97.5,99.88680195,-4.476744186,-0.11361442,6.749931711,22083,24690,Fast
1,100,100,0,0,100,100,0,1044757,1069094,Fast
2,100,100,100,100,0,0,0,856809,875172,Fast
3,100,100,100,100,0,0,0,1036568,1054563,Fast
1,100,100,0,0,100,100,0,1463885,1463885,Fast
2,100,100,100,100,0,0,0,1401521,1401521,Fast
3,100,100,100,100,0,0,0,1515179,1515179,Fast
1,100,100,0,0,100,100,0,915476,948074,Fast
2,100,100,100,100,0,0,0,945416,981202,Fast
3,100,100,100,100,0,0,0,860002,891413,Fast
1,100,100,0,0,100,100,0,22725,22725,Fast
2,100,100,100,100,0,0,0,25965,25965,Fast
3,100,100,100,100,0,0,0,25104,25104,Fast
1,0,0,0,0,0,0,0,0,1166,Slow
2,0,0,0,0,0,0,0,0,1078,Slow
3,0,0,0,0,0,0,0,0,1042,Slow
1,100,100,0,0,100,100,0,309706,374039,Fast
2,100,100,100,100,0,0,0,352959,378443,Fast
3,100,100,100,100,0,0,0,358467,374262,Fast
1,100,100,0,0,100,100,0,822030,823235,Fast
2,100,100,100,100,0,0,0,820862,821182,Fast
3,100,100,100,100,0,0,0,804039,804315,Fast
1,35.41666667,83.7301973,0,0,35.41666667,83.7301973,48.31353063,1905,10289,Fast
2,80.95238095,98.48517952,35.41666667,83.7301973,45.53571429,14.75498222,17.53279857,9428,13731,Fast
3,82.22222222,98.76335431,80.95238095,98.48517952,1.26984127,0.278174789,16.54113209,10043,13666,Fast
1,0,0,0,0,0,0,0,0,1467,Slow
2,0,0,0,0,0,0,0,0,1512,Slow
3,0,0,0,0,0,0,0,0,1383,Slow
1,0,0,0,0,0,0,0,0,540,Fast
2,14.28571429,76.29063098,0,0,14.28571429,76.29063098,62.00491669,51,523,Fast
3,22.22222222,78.95683453,14.28571429,76.29063098,7.936507937,2.666203557,56.73461231,114,556,Fast
1,100,100,0,0,100,100,0,71,125,Fast
2,100,100,100,100,0,0,0,179,193,Fast
3,100,100,100,100,0,0,0,546,546,Fast
1,100,100,0,0,100,100,0,10764,10779,Fast
2,100,100,100,100,0,0,0,10162,10162,Fast
3,100,100,100,100,0,0,0,11402,11402,Fast
1,0,0,0,0,0,0,0,0,409,Fast
2,25,65.80406654,0,0,25,65.80406654,40.80406654,83,541,Fast
3,20,67.71653543,25,65.80406654,-5,1.91246889,47.71653543,62,381,Fast
1,0,0,0,0,0,0,0,0,9958,Slow
2,0,0,0,0,0,0,0,0,10257,Slow
3,0,0,0,0,0,0,0,0,9937,Slow
1,98.07692308,99.92497663,0,0,98.07692308,99.92497663,1.848053548,154622,178611,Fast
2,98.07692308,99.93241409,98.07692308,99.92497663,0,0.007437463,1.855491011,150421,173113,Fast
3,100,100,98.07692308,99.93241409,1.923076923,0.067585912,0,158588,180833,Fast
1,100,100,0,0,100,100,0,154622,154855,Fast
2,100,100,100,100,0,0,0,150421,150637,Fast
3,100,100,100,100,0,0,0,158588,158766,Fast
1,100,100,0,0,100,100,0,124796,125042,Fast
2,100,100,100,100,0,0,0,127798,127943,Fast
3,100,100,100,100,0,0,0,131324,131422,Fast
1,100,100,0,0,100,100,0,220679,223499,Fast
2,100,100,100,100,0,0,0,178904,181377,Fast
3,100,100,100,100,0,0,0,203429,205958,Fast
1,50,86.84210526,0,0,50,86.84210526,36.84210526,20,114,Fast
2,33.33333333,80.1369863,50,86.84210526,-16.66666667,-6.705118962,46.80365297,54,146,Fast
3,100,100,33.33333333,80.1369863,66.66666667,19.8630137,0,110,164,Fast
1,100,100,0,0,100,100,0,1405545,1417751,Fast
2,100,100,100,100,0,0,0,1388011,1400765,Fast
3,100,100,100,100,0,0,0,1393787,1406659,Fast
1,100,100,0,0,100,100,0,1633443,1634814,Fast
2,100,100,100,100,0,0,0,1633825,1634736,Fast
3,100,100,100,100,0,0,0,1615671,1616476,Fast
1,100,100,0,0,100,100,0,1623991,1653064,Fast
2,100,100,100,100,0,0,0,1643769,1675724,Fast
3,100,100,100,100,0,0,0,1652889,1687362,Fast
1,0,0,0,0,0,0,0,0,338,Fast
2,14.28571429,64.52991453,0,0,14.28571429,64.52991453,50.24420024,16,234,Fast
3,60,85.85365854,14.28571429,64.52991453,45.71428571,21.32374401,25.85365854,89,205,Fast
1,100,100,0,0,100,100,0,1958145,2404175,Fast
2,100,100,100,100,0,0,0,2019168,2469774,Fast
3,100,100,100,100,0,0,0,2247292,2772243,Fast
1,100,100,0,0,100,100,0,123186,123186,Fast
2,100,100,100,100,0,0,0,114902,114902,Fast
3,100,100,100,100,0,0,0,124453,124453,Fast
1,66.66666667,87.53709199,0,0,66.66666667,87.53709199,20.87042532,72,337,Fast
2,83.33333333,96.81372549,66.66666667,87.53709199,16.66666667,9.276633502,13.48039216,298,408,Fast
3,85.71428571,97.51131222,83.33333333,96.81372549,2.380952381,0.697586727,11.7970265,337,442,Fast
1,0,0,0,0,0,0,0,0,92548,Slow
2,0,0,0,0,0,0,0,0,103522,Slow
3,0,0,0,0,0,0,0,0,109698,Slow
1,100,100,0,0,100,100,0,73715,74002,Fast
2,100,100,100,100,0,0,0,77556,77872,Fast
3,100,100,100,100,0,0,0,78192,78493,Fast
1,100,100,0,0,100,100,0,310044,310044,Fast
2,100,100,100,100,0,0,0,334782,334782,Fast
3,100,100,100,100,0,0,0,361559,361559,Fast
1,100,100,0,0,100,100,0,121311,124162,Fast
2,100,100,100,100,0,0,0,120069,123011,Fast
3,100,100,100,100,0,0,0,118937,121258,Fast
1,36,73.36257583,0,0,36,73.36257583,37.36257583,5503,53575,Fast
2,98,99.83994433,36,73.36257583,62,26.4773685,1.839944328,41163,43110,Fast
3,100,100,98,99.83994433,2,0.160055672,0,90800,92063,Fast
1,100,100,0,0,100,100,0,1692683,1692683,Fast
2,100,100,100,100,0,0,0,1846425,1846425,Fast
3,100,100,100,100,0,0,0,1734299,1734299,Fast
1,0,0,0,0,0,0,0,0,8367,Fast
2,20,73.61242884,0,0,20,73.61242884,53.61242884,390,8432,Fast
3,60,85.75316531,20,73.61242884,40,12.14073646,25.75316531,2096,8451,Fast
1,0,0,0,0,0,0,0,0,205376,Slow
2,0,0,0,0,0,0,0,0,203800,Slow
3,0,0,0,0,0,0,0,0,203164,Slow
1,0,0,0,0,0,0,0,0,725,Fast
2,60,94.41176471,0,0,60,94.41176471,34.41176471,275,680,Fast
3,87.5,98.06094183,60,94.41176471,27.5,3.649177122,10.56094183,474,722,Fast
1,100,100,0,0,100,100,0,327672,335802,Fast
2,100,100,100,100,0,0,0,325598,333352,Fast
3,100,100,100,100,0,0,0,323399,331218,Fast
